ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
1005197,F,N,Y,0,58000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19466,365243,1,1,0,0,Medicine staff,2
1005198,M,Y,Y,1,119000.0,Working,Secondary / secondary special,Married,House / apartment,-23341,-6141,1,0,0,0,Laborers,3
1005199,M,N,Y,1,144000.0,Working,Secondary / secondary special,Married,Municipal apartment,-17401,-12757,1,0,1,0,Medicine staff,3
1005200,M,N,N,0,139200.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18653,-10400,1,0,0,0,Accountants,2
1005201,M,Y,Y,1,125400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17730,-9664,1,0,0,0,Core staff,2
1005202,F,Y,N,0,72400.0,Pensioner,Secondary / secondary special,Married,With parents,-11376,365243,1,0,1,0,Accountants,2
1005203,F,N,Y,3,78100.0,Working,Higher education,Separated,With parents,-11263,-11652,1,0,1,0,Managers,4
1005204,F,N,Y,0,66900.0,Working,Secondary / secondary special,Married,House / apartment,-10752,-881,1,0,0,0,Cooking staff,2
1005205,F,N,Y,1,175800.0,Working,Higher education,Widow,Municipal apartment,-15346,-6106,1,0,0,0,Cooking staff,3
1005206,M,N,Y,1,125800.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15256,-2571,1,0,1,0,Cleaning staff,3
1005207,F,N,Y,0,129800.0,Working,Secondary / secondary special,Married,House / apartment,-13064,-11552,1,0,0,0,High skill tech staff,1
1005208,F,Y,Y,2,56800.0,Commercial associate,Higher education,Single / not married,House / apartment,-18337,-11752,1,0,0,1,Security staff,4
1005209,F,Y,N,0,131000.0,Working,Secondary / secondary special,Widow,House / apartment,-20162,-1050,1,1,0,0,Managers,1
1005210,M,Y,N,1,182900.0,Working,Secondary / secondary special,Married,Municipal apartment,-15731,-368,1,0,0,0,Cooking staff,3
1005211,F,Y,N,0,53100.0,Working,Higher education,Married,House / apartment,-23335,-1916,1,0,0,0,Core staff,2
1005212,M,N,Y,0,102000.0,State servant,Secondary / secondary special,Separated,House / apartment,-19866,-13324,1,0,1,0,Security staff,2
1005213,M,N,Y,1,60800.0,State servant,Incomplete higher,Married,House / apartment,-18714,-7533,1,1,0,0,Other,3
1005214,F,Y,Y,0,108000.0,Student,Higher education,Married,House / apartment,-14013,-14458,1,0,0,0,Laborers,1
1005215,M,N,N,0,84900.0,Working,Secondary / secondary special,Separated,House / apartment,-16179,-13002,1,0,0,0,High skill tech staff,2
1005216,F,Y,Y,0,161200.0,Working,Secondary / secondary special,Married,With parents,-15854,-11517,1,0,0,0,Accountants,2
1005217,F,N,Y,1,145000.0,Working,Higher education,Single / not married,House / apartment,-11569,-13002,1,0,0,0,Medicine staff,3
1005218,F,N,N,0,254200.0,Commercial associate,Higher education,Married,Municipal apartment,-12250,-4771,1,0,0,0,Managers,2
1005219,M,N,Y,0,129700.0,Working,Incomplete higher,Single / not married,House / apartment,-9604,-11624,1,0,0,0,Laborers,1
1005220,M,N,Y,1,157800.0,Working,Higher education,Married,House / apartment,-9447,-5305,1,0,0,0,Laborers,3
1005221,M,Y,Y,0,100800.0,Working,Secondary / secondary special,Married,House / apartment,-16863,-10559,1,0,0,0,Laborers,2
1005222,F,N,Y,0,76800.0,Working,Secondary / secondary special,Married,House / apartment,-23373,-9649,1,0,1,0,Sales staff,1
1005223,M,N,N,0,202300.0,Working,Higher education,Married,House / apartment,-10737,-10873,1,0,0,0,Security staff,2
1005224,M,N,Y,0,248100.0,Working,Secondary / secondary special,Married,House / apartment,-12571,-3762,1,1,0,0,High skill tech staff,1
1005225,M,N,N,0,189600.0,Working,Higher education,Married,Rented apartment,-14097,-5419,1,0,0,1,Accountants,2
1005226,M,N,Y,3,142300.0,Working,Higher education,Widow,Municipal apartment,-15587,-11281,1,0,0,0,Accountants,4
1005227,F,N,Y,0,81900.0,Commercial associate,Higher education,Married,House / apartment,-15830,-13787,1,0,1,0,Core staff,2
1005228,F,N,N,0,235800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9687,365243,1,0,0,0,Cleaning staff,1
1005229,M,Y,Y,0,178000.0,Working,Higher education,Married,House / apartment,-22825,-1726,1,0,0,0,High skill tech staff,1
1005230,F,N,Y,0,366800.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-7950,365243,1,0,0,0,Security staff,1
1005231,F,N,Y,1,74800.0,Working,Higher education,Single / not married,Municipal apartment,-23072,-3321,1,0,0,0,Managers,3
1005232,M,N,Y,0,205100.0,Working,Higher education,Single / not married,House / apartment,-10457,-1220,1,0,0,1,Medicine staff,2
1005233,F,Y,N,0,175400.0,Commercial associate,Secondary / secondary special,Married,With parents,-11534,-7151,1,0,1,0,Medicine staff,2
1005234,M,N,N,0,112300.0,State servant,Secondary / secondary special,Married,House / apartment,-18668,-5322,1,0,0,0,Sales staff,1
1005235,F,Y,N,2,263500.0,Commercial associate,Higher education,Married,House / apartment,-21713,-4036,1,1,0,0,Accountants,4
1005236,M,N,N,0,162900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16906,-6920,1,0,0,0,Medicine staff,1
1005237,F,N,Y,0,83400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17377,-3990,1,0,0,0,High skill tech staff,2
1005238,F,N,Y,1,125600.0,Working,Incomplete higher,Single / not married,House / apartment,-22920,-5898,1,0,0,0,Managers,3
1005239,M,N,N,0,82900.0,Working,Higher education,Married,Municipal apartment,-15431,-8380,1,0,0,0,Medicine staff,2
1005240,M,Y,N,2,105400.0,Working,Higher education,Married,House / apartment,-22450,-846,1,0,0,1,Cleaning staff,3
1005241,F,Y,Y,1,189500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14759,-12760,1,0,0,0,Managers,3
1005242,F,N,Y,0,218500.0,Working,Lower secondary,Married,House / apartment,-17682,-272,1,1,1,0,High skill tech staff,2
1005243,F,Y,Y,0,148800.0,Pensioner,Higher education,Married,House / apartment,-16005,365243,1,0,0,0,Core staff,2
1005244,F,N,Y,3,91600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15802,-5209,1,0,1,1,Other,5
1005245,F,Y,Y,1,161300.0,Working,Higher education,Married,House / apartment,-10559,-269,1,0,0,0,Core staff,2
1005246,F,N,Y,2,191300.0,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-16273,365243,1,0,1,0,Managers,3
1005247,F,N,Y,0,49700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14707,-4662,1,1,0,1,High skill tech staff,1
1005248,F,Y,N,0,141200.0,Working,Secondary / secondary special,Married,House / apartment,-23417,-7432,1,0,0,0,Sales staff,2
1005249,F,Y,N,2,121200.0,Working,Secondary / secondary special,Married,House / apartment,-12812,-5310,1,0,1,0,Sales staff,3
1005250,F,N,N,0,214700.0,Commercial associate,Higher education,Married,House / apartment,-19961,-9498,1,1,1,1,High skill tech staff,1
1005251,M,N,Y,3,161600.0,Working,Secondary / secondary special,Married,House / apartment,-16776,-10914,1,0,0,0,Cooking staff,5
1005252,F,N,Y,0,169800.0,State servant,Higher education,Married,Office apartment,-11631,-9050,1,0,0,0,Other,2
1005253,F,N,Y,2,104700.0,Working,Secondary / secondary special,Married,With parents,-8785,-1780,1,0,0,1,Medicine staff,3
1005254,M,N,Y,0,133400.0,Working,Secondary / secondary special,Married,House / apartment,-20244,-11067,1,0,1,0,High skill tech staff,2
1005255,F,Y,Y,0,213600.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-12670,-14037,1,0,0,0,Other,2
1005256,F,N,N,2,129000.0,State servant,Secondary / secondary special,Married,House / apartment,-22201,-4893,1,1,0,0,Medicine staff,4
1005257,M,Y,Y,0,145400.0,Working,Secondary / secondary special,Married,House / apartment,-14130,-3161,1,0,1,0,Managers,2
1005258,F,Y,N,0,61800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8034,-4454,1,0,1,1,Drivers,2
1005259,M,N,N,0,128800.0,Working,Higher education,Married,With parents,-23348,-379,1,1,0,0,Sales staff,2
1005260,F,Y,N,1,48700.0,Commercial associate,Higher education,Married,House / apartment,-14797,-2214,1,1,0,0,Accountants,3
1005261,M,Y,N,3,102900.0,Pensioner,Higher education,Married,House / apartment,-10867,365243,1,0,0,0,Cleaning staff,5
1005262,F,Y,Y,0,137600.0,Working,Higher education,Married,Municipal apartment,-8320,-4711,1,0,0,0,Accountants,2
1005263,F,N,N,0,195500.0,Working,Higher education,Single / not married,Rented apartment,-20161,-569,1,1,1,1,High skill tech staff,2
1005264,M,N,Y,0,80900.0,Working,Secondary / secondary special,Married,House / apartment,-17434,-12096,1,0,0,0,Managers,2
1005265,F,N,N,1,160600.0,Working,Academic degree,Single / not married,House / apartment,-13792,-5323,1,0,0,0,Accountants,3
1005266,F,N,Y,0,277700.0,Working,Secondary / secondary special,Single / not married,With parents,-13459,-8317,1,0,0,0,Other,2
1005267,M,N,Y,0,96700.0,Pensioner,Higher education,Single / not married,House / apartment,-7508,365243,1,0,0,0,Other,2
1005268,F,Y,Y,0,61500.0,Working,Higher education,Separated,Rented apartment,-14510,-12956,1,0,1,1,Sales staff,1
1005269,F,N,Y,1,154000.0,Working,Higher education,Married,House / apartment,-16465,-4025,1,0,0,0,High skill tech staff,3
1005270,M,Y,Y,2,73400.0,Pensioner,Academic degree,Married,House / apartment,-14127,365243,1,0,0,0,Other,3
1005271,M,Y,Y,0,88500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9228,-11689,1,0,1,0,Managers,2
1005272,M,Y,N,0,211400.0,Working,Secondary / secondary special,Married,House / apartment,-19537,-12827,1,0,1,0,Drivers,2
1005273,M,N,Y,1,340600.0,Working,Secondary / secondary special,Widow,With parents,-17933,-10450,1,0,0,0,High skill tech staff,3
1005274,F,Y,Y,2,80800.0,Commercial associate,Secondary / secondary special,Married,With parents,-14774,-3048,1,0,0,1,Accountants,4
1005275,F,Y,Y,0,92200.0,Working,Higher education,Married,Rented apartment,-17899,-2313,1,0,1,0,Accountants,2
1005276,M,Y,Y,0,106900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22957,365243,1,1,0,0,Accountants,2
1005277,M,Y,Y,0,101300.0,Working,Incomplete higher,Married,With parents,-14206,-10493,1,0,1,0,Drivers,1
1005278,M,N,N,1,350300.0,Commercial associate,Higher education,Married,With parents,-20761,-13499,1,0,0,0,Other,3
1005279,F,N,Y,1,102200.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-10362,-29,1,0,0,0,Cooking staff,2
1005280,M,N,Y,0,109800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17702,-3376,1,0,1,1,Accountants,2
1005281,F,Y,Y,0,299000.0,Working,Secondary / secondary special,Married,House / apartment,-13425,-13254,1,0,1,0,Drivers,2
1005282,F,Y,Y,0,177800.0,Working,Incomplete higher,Married,House / apartment,-18679,-3524,1,1,0,0,Drivers,2
1005283,M,N,Y,3,218200.0,Pensioner,Higher education,Married,House / apartment,-12550,365243,1,1,0,0,Sales staff,5
1005284,F,Y,N,0,84700.0,Working,Secondary / secondary special,Married,House / apartment,-13293,-13075,1,0,1,0,Security staff,2
1005285,F,N,Y,2,102200.0,Working,Secondary / secondary special,Married,House / apartment,-11338,-10207,1,1,0,0,Other,4
1005286,F,Y,Y,1,79200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21120,-2746,1,0,0,0,Security staff,3
1005287,F,N,Y,0,198900.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-19505,365243,1,0,0,1,Laborers,2
1005288,M,Y,Y,0,245900.0,Working,Higher education,Single / not married,House / apartment,-10699,-12317,1,0,1,0,Managers,2
1005289,M,N,N,3,98700.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14359,-12448,1,0,1,0,Cleaning staff,4
1005290,F,N,Y,0,111100.0,Commercial associate,Secondary / secondary special,Married,With parents,-11172,-11913,1,0,0,0,Cleaning staff,1
1005291,M,N,Y,2,113500.0,Working,Incomplete higher,Married,House / apartment,-15881,-9638,1,0,0,0,Sales staff,4
1005292,M,Y,N,0,61500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15762,-6490,1,0,0,1,Managers,2
1005293,M,N,Y,1,95100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19656,365243,1,0,1,0,Core staff,3
1005294,M,N,N,2,196100.0,Student,Higher education,Married,House / apartment,-10321,-7745,1,0,0,0,High skill tech staff,3
1005295,F,Y,Y,3,86000.0,Working,Secondary / secondary special,Married,House / apartment,-7756,-5341,1,0,0,1,High skill tech staff,4
1005296,M,Y,Y,0,139600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15837,-1211,1,0,0,0,Accountants,2
1005297,F,N,N,1,69300.0,Working,Higher education,Married,House / apartment,-19043,-7592,1,0,0,0,High skill tech staff,3
1005298,F,Y,N,0,124000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10627,-11204,1,1,0,1,Medicine staff,2
1005299,F,N,Y,0,100500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-10756,-3620,1,1,0,0,Managers,2
1005300,M,Y,N,0,72300.0,Working,Higher education,Married,House / apartment,-12566,-9726,1,1,1,0,Core staff,2
1005301,F,N,Y,0,197800.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-12501,-3277,1,0,0,0,Cooking staff,1
1005302,M,Y,Y,0,203500.0,Working,Secondary / secondary special,Married,House / apartment,-16566,-11634,1,0,1,0,Accountants,2
1005303,F,N,Y,0,82100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19532,-2521,1,0,0,0,Laborers,2
1005304,F,Y,Y,3,119600.0,Working,Secondary / secondary special,Separated,House / apartment,-20584,-1905,1,1,1,0,Laborers,5
1005305,F,Y,N,1,136200.0,Working,Secondary / secondary special,Married,With parents,-14915,-7559,1,0,0,1,Cleaning staff,2
1005306,F,Y,Y,0,53800.0,Commercial associate,Incomplete higher,Married,House / apartment,-19959,-11742,1,0,0,0,Drivers,2
1005307,F,N,Y,4,66300.0,Working,Higher education,Married,House / apartment,-17862,-12796,1,0,0,0,Drivers,5
1005308,M,Y,N,0,253500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8666,-12344,1,0,1,0,Drivers,1
1005309,F,N,Y,0,78200.0,Pensioner,Higher education,Single / not married,Municipal apartment,-16407,365243,1,0,0,0,Sales staff,1
1005310,F,Y,Y,1,250000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20815,-8219,1,0,1,0,High skill tech staff,2
1005311,M,Y,Y,0,68000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-12331,-6797,1,0,0,0,Core staff,2
1005312,F,N,Y,1,185200.0,Commercial associate,Higher education,Civil marriage,House / apartment,-16987,-6044,1,0,0,0,Cooking staff,2
1005313,F,N,N,0,114000.0,Commercial associate,Higher education,Married,House / apartment,-22042,-6375,1,0,0,0,Medicine staff,2
1005314,F,N,Y,0,122300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12539,-8117,1,0,0,0,Medicine staff,2
1005315,F,N,Y,0,337000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19378,-14283,1,0,0,0,Drivers,1
1005316,F,N,N,3,71200.0,Working,Secondary / secondary special,Married,House / apartment,-13844,-3178,1,1,0,0,High skill tech staff,5
1005317,M,N,Y,1,179400.0,Working,Secondary / secondary special,Widow,House / apartment,-11757,-5497,1,0,0,0,Core staff,3
1005318,F,N,Y,1,175700.0,Commercial associate,Secondary / secondary special,Married,With parents,-23716,-3747,1,0,1,0,Drivers,3
1005319,M,Y,N,1,713000.0,Working,Higher education,Single / not married,House / apartment,-21628,-12946,1,0,1,1,Medicine staff,2
1005320,F,N,Y,0,77800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18288,-7558,1,0,0,0,Cooking staff,2
1005321,M,N,Y,1,97400.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-20207,-7952,1,1,0,1,Accountants,3
1005322,M,N,Y,0,200400.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-15762,365243,1,0,0,0,Other,2
1005323,M,Y,Y,0,120600.0,Working,Higher education,Married,House / apartment,-19363,-7983,1,0,0,0,Security staff,2
1005324,F,Y,Y,1,105700.0,Student,Secondary / secondary special,Married,House / apartment,-15935,-8882,1,0,1,0,Other,2
1005325,M,N,Y,0,215100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19033,-13910,1,1,0,0,Security staff,2
1005326,F,Y,N,0,116600.0,Working,Secondary / secondary special,Married,House / apartment,-19362,-6219,1,0,0,0,Medicine staff,2
1005327,M,N,Y,2,85300.0,Working,Higher education,Married,House / apartment,-21394,-10694,1,0,1,0,Core staff,4
1005328,M,Y,Y,1,191600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15639,-10584,1,0,0,0,Managers,2
1005329,F,N,N,1,160800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16034,365243,1,0,0,1,Managers,3
1005330,F,Y,Y,0,114000.0,Commercial associate,Secondary / secondary special,Married,With parents,-17797,-1758,1,0,0,0,Medicine staff,1
1005331,M,N,N,0,111300.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-9325,-12248,1,0,0,0,Core staff,2
1005332,M,Y,Y,1,84300.0,Working,Secondary / secondary special,Civil marriage,With parents,-7668,-10954,1,1,1,0,Cooking staff,3
1005333,M,N,Y,1,191500.0,Working,Secondary / secondary special,Married,House / apartment,-22035,-6602,1,0,1,1,Security staff,3
1005334,M,N,N,0,111300.0,Working,Secondary / secondary special,Married,Rented apartment,-20370,-11142,1,0,1,0,Other,2
1005335,F,Y,Y,3,90700.0,Commercial associate,Higher education,Widow,House / apartment,-13468,-1386,1,0,1,0,Core staff,4
1005336,F,N,N,3,70100.0,Working,Secondary / secondary special,Married,House / apartment,-17644,-10178,1,0,0,1,Managers,5
1005337,M,Y,Y,0,162100.0,Working,Higher education,Civil marriage,Municipal apartment,-8079,-10382,1,0,0,0,Sales staff,2
1005338,F,Y,Y,2,103300.0,Working,Secondary / secondary special,Married,House / apartment,-22524,-6722,1,1,0,0,Cooking staff,3
1005339,F,N,Y,0,48700.0,Pensioner,Lower secondary,Married,House / apartment,-16975,365243,1,0,0,1,Medicine staff,2
1005340,M,N,Y,0,73000.0,Pensioner,Lower secondary,Single / not married,With parents,-14966,365243,1,0,0,0,Laborers,2
1005341,F,Y,N,0,118600.0,Working,Higher education,Widow,Municipal apartment,-18932,-5032,1,0,0,0,Accountants,1
1005342,F,Y,N,1,120200.0,State servant,Lower secondary,Separated,House / apartment,-11469,-7312,1,0,0,0,Accountants,3
1005343,M,Y,N,2,118000.0,Working,Secondary / secondary special,Single / not married,With parents,-16567,-6512,1,0,0,0,Security staff,4
1005344,M,N,Y,2,110000.0,Working,Higher education,Married,House / apartment,-20385,-10168,1,0,1,1,Cooking staff,4
1005345,F,Y,Y,2,63700.0,Working,Secondary / secondary special,Married,House / apartment,-19172,-7110,1,1,0,0,Medicine staff,3
1005346,F,N,N,0,86100.0,Working,Higher education,Married,House / apartment,-16531,-10954,1,0,1,0,High skill tech staff,2
1005347,M,N,Y,0,240800.0,Working,Secondary / secondary special,Married,Office apartment,-11922,-12540,1,1,1,0,High skill tech staff,2
1005348,M,Y,N,0,223700.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-12506,-13247,1,0,1,0,High skill tech staff,1
1005349,F,Y,Y,0,177900.0,Commercial associate,Lower secondary,Married,House / apartment,-9573,-10861,1,0,1,0,Drivers,2
1005350,F,N,Y,1,170200.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-23334,-11411,1,0,0,0,Laborers,2
1005351,F,Y,N,0,209500.0,Commercial associate,Higher education,Married,Municipal apartment,-21764,-5246,1,0,0,0,Core staff,1
1005352,F,Y,N,1,76100.0,Pensioner,Higher education,Married,House / apartment,-7625,365243,1,0,0,0,Cleaning staff,3
1005353,M,Y,N,0,135500.0,Working,Secondary / secondary special,Married,Rented apartment,-17072,-8543,1,1,1,0,Other,2
1005354,F,N,Y,0,76100.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-12187,-6264,1,0,0,0,High skill tech staff,2
1005355,F,N,Y,0,76800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17852,-373,1,1,0,0,Core staff,2
1005356,M,Y,Y,2,160200.0,State servant,Incomplete higher,Single / not married,House / apartment,-7851,-6484,1,1,0,0,Drivers,4
1005357,M,Y,Y,0,213900.0,Working,Lower secondary,Married,House / apartment,-15784,-6174,1,1,0,0,Cooking staff,2
1005358,F,N,Y,0,120900.0,Working,Higher education,Married,House / apartment,-8903,-11024,1,0,0,0,Laborers,2
1005359,F,N,N,2,303900.0,Commercial associate,Higher education,Single / not married,House / apartment,-10092,-13656,1,1,1,0,Laborers,3
1005360,F,N,Y,4,148100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20484,365243,1,1,1,1,High skill tech staff,5
1005361,F,N,Y,1,90400.0,Working,Secondary / secondary special,Married,Office apartment,-19888,-2016,1,0,1,1,Laborers,3
1005362,M,N,Y,0,77400.0,Commercial associate,Secondary / secondary special,Married,With parents,-18850,-203,1,1,0,0,Managers,2
1005363,F,N,N,0,221700.0,Working,Higher education,Civil marriage,Municipal apartment,-15784,-5491,1,0,1,0,Core staff,2
1005364,F,Y,Y,3,142100.0,State servant,Secondary / secondary special,Married,Office apartment,-7413,-12699,1,0,0,0,Security staff,4
1005365,F,Y,N,2,186800.0,Working,Higher education,Married,House / apartment,-19528,-6704,1,0,0,1,Laborers,4
1005366,F,N,N,1,35300.0,Working,Higher education,Married,House / apartment,-10456,-2649,1,0,1,0,Sales staff,2
1005367,F,N,N,0,150600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22758,-13539,1,0,1,0,Accountants,2
1005368,M,N,N,0,103200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13642,-13110,1,0,1,0,Laborers,1
1005369,F,Y,N,0,66400.0,Working,Secondary / secondary special,Widow,House / apartment,-7933,-9095,1,0,0,0,Laborers,2
1005370,M,N,Y,1,129100.0,Pensioner,Higher education,Married,House / apartment,-17383,365243,1,0,0,0,High skill tech staff,2
1005371,M,N,Y,0,230000.0,State servant,Secondary / secondary special,Married,House / apartment,-15078,-2738,1,1,0,0,Other,2
1005372,M,Y,Y,4,413800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15075,-14322,1,0,1,0,High skill tech staff,6
1005373,F,N,Y,0,150400.0,Commercial associate,Higher education,Married,Rented apartment,-16365,-8537,1,0,0,0,Managers,2
1005374,F,N,N,1,93500.0,Working,Secondary / secondary special,Married,House / apartment,-18051,-13508,1,1,0,1,Cooking staff,3
1005375,F,N,Y,0,90700.0,Working,Secondary / secondary special,Married,House / apartment,-10103,-8938,1,0,0,0,Sales staff,2
1005376,F,N,N,0,215700.0,Working,Higher education,Married,House / apartment,-14606,-12581,1,0,0,0,Cooking staff,1
1005377,F,N,Y,0,80900.0,Working,Higher education,Civil marriage,House / apartment,-17013,-3858,1,0,0,0,Laborers,2
1005378,M,N,Y,1,181900.0,Commercial associate,Higher education,Married,Rented apartment,-17828,-6917,1,1,1,0,Medicine staff,3
1005379,F,Y,N,1,154300.0,Working,Secondary / secondary special,Married,House / apartment,-21356,-2169,1,0,0,0,Medicine staff,3
1005380,M,Y,Y,0,146000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12948,365243,1,0,1,0,Accountants,2
1005381,M,N,N,2,60800.0,Commercial associate,Higher education,Single / not married,House / apartment,-13071,-12662,1,0,0,0,Managers,4
1005382,F,N,N,0,111500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19610,-7724,1,0,1,0,Core staff,1
1005383,M,N,Y,3,64300.0,State servant,Higher education,Separated,House / apartment,-18476,-5061,1,0,0,0,Accountants,5
1005384,M,N,Y,2,99300.0,State servant,Secondary / secondary special,Married,House / apartment,-10863,-4111,1,0,1,0,Medicine staff,3
1005385,F,Y,Y,3,210800.0,Commercial associate,Secondary / secondary special,Separated,With parents,-23434,-8629,1,0,0,0,Other,5
1005386,F,N,N,0,246600.0,Working,Secondary / secondary special,Married,House / apartment,-18757,-6492,1,0,0,0,Drivers,1
1005387,F,Y,Y,0,148300.0,Working,Incomplete higher,Married,House / apartment,-19415,-12497,1,0,0,0,Security staff,2
1005388,F,N,Y,4,100200.0,Commercial associate,Higher education,Married,Rented apartment,-11517,-2207,1,0,0,0,Cooking staff,5
1005389,F,N,N,0,294800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12046,-13596,1,0,0,0,Medicine staff,1
1005390,F,N,Y,0,99500.0,State servant,Higher education,Civil marriage,House / apartment,-15939,-11315,1,1,1,1,Managers,2
1005391,M,Y,N,1,75500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19975,-5200,1,0,0,0,Cooking staff,3
1005392,F,Y,N,0,188800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12198,-2428,1,0,0,0,Security staff,2
1005393,F,N,N,1,167500.0,Working,Secondary / secondary special,Separated,With parents,-20778,-14148,1,0,0,0,Laborers,3
1005394,F,N,N,2,101600.0,Pensioner,Secondary / secondary special,Married,With parents,-14244,365243,1,0,0,0,Other,3
1005395,F,N,Y,2,140100.0,Working,Secondary / secondary special,Married,House / apartment,-16592,-4956,1,0,0,0,Security staff,4
1005396,M,Y,N,0,166200.0,Working,Secondary / secondary special,Single / not married,With parents,-16892,-11753,1,0,0,0,Laborers,2
1005397,M,N,Y,0,147500.0,Working,Secondary / secondary special,Separated,House / apartment,-13163,-4482,1,0,0,0,Drivers,1
1005398,F,N,Y,0,167600.0,Working,Secondary / secondary special,Widow,House / apartment,-17846,-1458,1,0,0,0,Drivers,2
1005399,M,Y,Y,0,103500.0,Working,Secondary / secondary special,Married,With parents,-22907,-9795,1,0,0,1,Medicine staff,2
1005400,F,N,N,0,173400.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-7593,-1067,1,0,1,0,Cleaning staff,2
1005401,M,Y,N,0,134400.0,Working,Higher education,Civil marriage,Municipal apartment,-17069,-2840,1,0,0,0,Cleaning staff,1
1005402,F,N,N,0,105300.0,Commercial associate,Lower secondary,Married,House / apartment,-11568,-3578,1,0,0,0,Drivers,2
1005403,F,N,Y,0,117800.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-14497,-661,1,0,1,0,Other,1
1005404,M,N,N,2,126900.0,State servant,Secondary / secondary special,Married,With parents,-12582,-9385,1,0,1,0,Medicine staff,4
1005405,M,N,N,0,64700.0,Commercial associate,Higher education,Married,With parents,-14495,-74,1,0,0,0,Laborers,2
1005406,F,N,N,0,96900.0,Commercial associate,Higher education,Separated,House / apartment,-18925,-9387,1,0,0,0,Cooking staff,1
1005407,F,Y,Y,1,137600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15795,-9197,1,0,0,0,Sales staff,3
1005408,F,N,Y,2,67800.0,Student,Higher education,Married,House / apartment,-10251,-1460,1,1,0,1,Accountants,4
1005409,M,N,Y,0,97700.0,Working,Higher education,Civil marriage,Rented apartment,-17253,-10876,1,0,1,0,High skill tech staff,2
1005410,F,Y,Y,1,439000.0,Working,Higher education,Married,Municipal apartment,-10230,-10965,1,0,1,0,Cleaning staff,3
1005411,F,Y,Y,0,75800.0,Working,Higher education,Married,House / apartment,-10016,-11714,1,0,0,0,Drivers,2
